Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
El Salvador,0,0,0,8.991069266,16.41712765,23.24319966,35.68900672,48.1127305,79.45288424,127.788664,200.2183366,273.3483846,375.4352636,481.7986968,667.408157,816.7746292,976.73386,1024.307762,692.7894588,633.4630829,,6456.564116,6481.972313
Equatorial Guinea,0,0,0,1.605843598,1.638437894,1.892395267,3.803303364,5.073730464,7.057860793,11.75657347,15.8755705,21.95662065,30.64985933,44.67917309,47.40225094,56.85074639,51.37901032,30.78486909,12.5445612,4.225444475,,345.9319694,349.1762508
Eritrea,0,0,0,11.47834074,12.69048851,19.39759568,34.0818115,59.34583013,96.85475962,152.0798386,192.4233804,252.3108043,289.7352435,291.3587068,256.0885663,258.5955205,191.9840671,113.0243308,33.84574442,7.259946253,,2248.386146,2272.554975
Estonia,0,0,0,0.048747047,0.263288965,0.759549705,2.743899742,5.185534304,11.47816326,27.00229531,47.1343983,104.2584324,179.9920978,264.5727728,342.8092102,542.7007953,865.7895916,995.2784975,767.9736987,276.1961352,,4433.875072,4434.187108
Ethiopia,0,0,0,154.7391715,136.7239945,170.0719439,288.0264748,450.1378371,700.1224912,1003.783268,1359.820166,1842.39389,2564.491503,3322.779955,4276.347016,4378.532905,4035.862042,2461.19663,980.0217458,284.0776636,,28117.66553,28409.1287
Micronesia (Federated States of),0,0,0,0.146914369,0.641700439,1.388593439,3.331927764,4.355730261,7.658141708,14.69106576,19.76559873,24.96893646,28.68465464,18.81765951,15.57335373,11.00266198,10.60821506,8.071019789,2.744952381,0.751566238,,172.4140775,173.2026923
Fiji,0,0,0,1.073129365,3.92417639,6.442081309,15.74427024,32.90485366,55.46810913,97.23312012,153.3051426,194.3018144,228.0888428,196.2298308,193.2410901,165.1150423,119.9484176,82.04044596,23.16944092,6.411475281,,1569.643977,1574.641283
Finland,0,0,0,0.203423692,0.532124498,1.62063258,4.432859416,13.2498697,29.47922328,60.28216984,139.8498143,278.0144042,508.6703134,825.9675939,1328.385214,1601.776521,2508.621262,3101.878103,2740.666834,1668.703548,,14811.59836,14812.33391
France,0,0,0,4.2559058,9.845678806,21.62354347,61.71081748,141.2928418,316.6111067,634.9480915,1011.976119,1553.547162,2228.129356,3254.126642,4412.283176,5392.354107,9580.256252,15003.23304,15186.24994,9512.439173,,68310.78136,68324.88295
Gabon,0,0,0,1.944981041,2.08386064,3.000050199,6.558789296,11.00986333,19.69458272,36.50403965,55.54975832,83.10822589,105.8401908,132.6652836,120.7243605,131.9510746,133.5610297,92.29985063,38.042228,12.16922254,,982.6785497,986.7073914
