GEOID10,Base_HNO3_mol,Base_NH3f_mol,Base_NO3_mol
36099,0.02421819542249622,0.048292672337799714,0.01181651849795256
36101,0.024919214471348112,0.05768381062989053,0.013323022204027313
36103,0.03736906722939376,0,0.008239107914426507
36105,0.041689501739384294,0.011637664998170108,0.011217217318165225
36107,0.02820353639254325,0.032112910680545545,0.010817726250902136
36109,0.025802844507012708,0.05188326259177202,0.01283537950834669
36111,0.04191257336458369,0.01469464053227798,0.011805960663306496
36113,0.021291137595587182,0.0075558717678201395,0.005657083192673279
36115,0.021488464041263894,0.02152302469898669,0.007490098044158902
36117,0.023674380034761817,0.03177587889613413,0.009441926585060876
36119,0.062782878207433,0.10154806857779052,0.036412619391659955
36121,0.023699952589967384,0.07105491875827578,0.01467091364470988
36123,0.023600948954562707,0.038744082800163865,0.010345132810327102
37001,0.027302829098587836,0.07111724846503775,0.01605919695148817
37003,0.031922937134389026,0.21241136670654998,0.031922937134389026
37005,0.02836601073785419,0.09471375754062909,0.01985483844095822
37007,0.02403152402330039,0.1600672547696064,0.02403152402330039
37009,0.028446099998453163,0.1262203841056545,0.02441989431620891
37011,0.035959634965462596,0.021038659534009532,0.01131461988686355
37013,0.015508229829716464,0.12880636733474188,0.015508229829716464
37015,0.017794370484670575,0.10904333230590987,0.016946918932600336
37017,0.01689916532315321,0.3531666669897316,0.01689916532315321
37019,0.014334807502286667,0.05859052420530059,0.009695017929588082
37021,0.03490079553841392,0.011907574477276972,0.009582662637540325
37023,0.03330218669857218,0.044241602059709215,0.014194600502642242
37025,0.034460527956166075,0.11358268831032559,0.02549027790333089
37027,0.03311023187739016,0.07342096008989453,0.01863937580536339
37029,0.017289098515986655,0.03174759971962808,0.007567010637765097
37031,0.011348483059992568,0.02941772908431315,0.005582215094597776
37033,0.027373974906961716,0.034232130214551904,0.010873447695079908
37035,0.0336046720023943,0.08487509032099054,0.020613301936665995
37037,0.025222594585225674,0.11791931553212566,0.021646843915938536
37039,0.03065738178513215,0.04994829546966857,0.014193391539680423
37041,0.0177673825833458,0.08473556196101911,0.014032534975031158
37043,0.028805175142938153,0.058802766435098616,0.014853938026956516
37045,0.03212000928892788,0.059150071336189214,0.01608315981798369
37047,0.01613805138916194,0.15505625325674716,0.01613805138916194
37049,0.013895867056237687,0.12356879270497059,0.013895867056237687
37051,0.021055723433725703,0.2135370332529961,0.021055723433725703
37053,0.017276759522569258,0.016534767981005255,0.005764442795327398
37055,0.012747303758233422,0,0.0028105173360989883
37057,0.03173035391505943,0.08049847472661581,0.019174321471766585
37059,0.03355926617154513,0.07928600650568386,0.019725559043099392
37061,0.01668895150875461,0.7847164841892794,0.01668895150875461
37063,0.026153830807700472,0.09614566454488346,0.0190865848622543
37065,0.020358534305104124,0.1440616210340011,0.020358534305104124
37067,0.03222891494105125,0.06091011587510087,0.016390173540358263
37069,0.023308902279800262,0.07382352842389005,0.014886752470496615
37071,0.033542698332991,0.0767260388190323,0.01932100777549642
37073,0.01980186378399225,0.05472556921322827,0.011153170596983437
37075,0.02925858029395149,0.024732553595785203,0.010052917799695249
37077,0.024615426481205564,0.048474201809915365,0.01197245680847609
37079,0.018674245921347657,0.4360467202490546,0.018674245921347657
37081,0.030626501615787022,0.0683955540996294,0.016927359787066845
37083,0.02208734775134029,0.06791032808166272,0.013647042404898349
37085,0.02185454825119495,0.17478101247310107,0.02185454825119495
37087,0.031057577749016508,0.011628937278367404,0.008588988605276165
37089,0.034457392582056295,0.029544161767428787,0.012250961926904926
37091,0.019010037100880887,0.06995243399851853,0.012740480339532593
37093,0.021386638873207676,0.16384433695047027,0.021386638873207676
37095,0.012736222997528447,0.023202047918128035,0.005310979387011271
37097,0.03301034245201474,0.09627331084540755,0.02212472655523382
37099,0.0276383569781093,0.018121263431520748,0.008665728502856388
37101,0.022255553723721712,0.18965811181016912,0.022255553723721712
37103,0.014744444420290161,0.19893758388641763,0.014744444420290161
37105,0.0238888751218835,0.11855224005408206,0.021077733370038515
37107,0.017712247785519514,0.35663472708851,0.017712247785519514
37109,0.033499293377724546,0.07394178105955494,0.01887134487001816
37111,0.033323416706751985,0.017134393226921327,0.010001738114548981
37113,0.026672396116910062,0.03068701807806458,0.010168522818683577
37115,0.03574354614548818,0.008104281241968977,0.009181130289170477
37117,0.017851348341051856,0.13073251322520765,0.017851348341051856
37119,0.03450576727507061,0.11280013746472131,0.025388642185117632
37121,0.03429375872699508,0.005198331113981214,0.008377966622974943
37123,0.02568181657037939,0.12693235256200736,0.02311082179149321
37125,0.023344401412817666,0.13695296641018015,0.02324126982755794
37127,0.022124384010450707,0.1341968576167076,0.022124384010450707
37129,0.013919317377638463,0.06007806198631231,0.009712259794912482
37131,0.021228612098176308,0.0732888488012727,0.014009021690443891
37133,0.01430962243629596,0.15761590594010455,0.01430962243629596
37135,0.026623386832851377,0.09761284944707313,0.019498139764781378
37137,0.012950351974384367,0.05916257681202769,0.009266363233839107
37139,0.016422444104847563,0.03881830775466347,0.008135364884311101
37141,0.014763745220975752,0.15237831374903288,0.014763745220975752
37143,0.01737957061228711,0.05736486932183525,0.010628842999984938
37145,0.024778744093320676,0.03323934147140237,0.00996377483894542
37147,0.01777742700447014,0.23779724370007876,0.01777742700447014
37149,0.033041032862988755,0.012630755642576263,0.009233582524832194
37151,0.027577006087392553,0.15485976333752194,0.027577006087392553
37153,0.02161340376528219,0.14286288422216853,0.02161340376528219
37155,0.01927479839654344,0.24699329138222648,0.01927479839654344
37157,0.02924995602040276,0.028809429583284515,0.010644197358884916
